"timestamp","sentiment","position","notes","text"
"6/29/2020 2:44:21 PM",0,"","","I am absolutely against this amendment. I don't the city council put enough time or thought into its formulation and they have not asked us:the people they are supposed to be serving, for our thoughts and input."
"6/29/2020 2:46:08 PM",6,"","","Wake up! Radicals are taking advantage of the situation. Don't allow them to set the narrative. There will be unintended consequences which you cannot even fathom. There is wisdom in reform but DO NOT disband. Unless, of course, you want to drive more people into the small towns of GREATER MINNESOTA. A major city without a PD will soon cease to be a world-class city. A city without a PD will give those in the suburbs and rural MN a reason NOT to visit The Cities for any reason. And then your radical actions will have created an EVEN MORE radical divide between ethnic and socio-economic groups -- the exact opposite of what ALL OF US want to see. I serve as a Township Supervisor. I am an ordained Lutheran Pastor. I am a former resident and homeowner of the Phillips Neighborhood. I have fought for the powerless and been a voice for the voiceless. I have lived in the developing world for 4 years -- including a country without effective government and ruled by tribal forces. I see parallels to my time in East Africa which are striking. You do not want to do this."
"6/29/2020 2:57:02 PM",2,"","","Hello, I support the charter amendment, which provides a path for changing the way that law enforcement happens in Minneapolis."
"6/29/2020 3:00:46 PM",2,"","","I am in full support of the amendment to the charter."
"6/29/2020 3:01:48 PM",4,"","","I am a supporter of defunding our police department. I want to make sure that the new charter ensures that we do not just replace our current police department with one with a different name. Real changes need to ensure that we are serving the members of our community with the most need, and that these new departments are not led by current or former law enforcement officers. We need a radical rethinking of public safety, not just a new name for it."
"6/29/2020 3:02:33 PM",-1,"","","I do not want the Police Department removed."
"6/29/2020 3:02:46 PM",2,"","","I am not in favor of removing police dept!"
"6/29/2020 3:03:16 PM",0,"","","It would be my preference to see a detailed plan and a city-wide referendum for the alternatives before amending the charter. We have not seen either yet so it seems very premature for a change of this magnitude."
"6/29/2020 3:03:50 PM",0,"","","While I support partially defunding the police, I feel like this needs to be a 2-3 year plan, with certain goals to be met each year before moving on to the next phase of defunding. The current state of Uptown, Downtown and residential neighborhoods is completely unacceptable as there are car jackings and shootings happening all the time, even in broad daylight. So we need to get the current crime under control before we think about defunding the police."
"6/29/2020 3:08:19 PM",-2,"","","One of the more asinine things I've ever read. Leave the police as is and start teaching morals in schools. Read Thomas Sowell, Larry Elder, and Walter Williams and get over imposing identity politics on all of us."
"6/29/2020 3:09:06 PM",0,"","","I am in full support of the Charter Amendment to remove Police as a Charter Department and introduce a new Department of Community Safety and Violence Protection. For years I have opposed Police as an institution and have always avoided contacting Police in favor of other actions. A new department that better addresses the needs of the community with less violence and without racial disparities would give me so much pride in our City."
"6/29/2020 3:10:44 PM",4,"","","As both a long-time resident of Minneapolis and , I find the proposal lacking in sufficient detail on such an important matter to render it unfit for consideration this fall. I liken the current state of thinking to the cover page only of an important High School or College term paper; there's not even a table of contents to consider much less detailed content to judge. I will submit to the CIty Clerk's Office a set of Principles our organization along with others published on Monday 6/29. One Principle is to maintain clear accountability for police oversight which this proposal muddles, much like the plan the Charter Commission previously expressed concerns about. You were right then. The other clear flaw in this language is the discretionary language regarding the provision of law enforcement services. Law enforcement as one part of a needed continuum of responses for a safe City will be provided for at the whim of each and every City Council from this point forward? Really? For all of these reasons - no substantive details for voters to understand what they would be voting for or against, undermining clear accountability for oversight of safety in our CIty, and the completely untenable notion that law enforcement is a ""may"" item up to future City Councils every term - this proposal must be substantially re-worked before it is ballot ready."
"6/29/2020 3:08:19 PM",-5,"","","I am a proponent of defunding the Minneapolis Police Department (over whatever amount of time it takes), so it can be replaced with something better, more efficient/effective, less expensive, less violent/abusive/racist."
"6/29/2020 3:14:48 PM",-4,"","","I'm against this charter at this time This is a knee jerk reaction and it's totally irresponsible to move forward with this action before having other services in place with a clear understanding of responsibilities and when handoff to other agency/services would take place."
"6/29/2020 3:14:54 PM",5,"","","I am a life long resident of the 3rd precinct neighborhood and was greatly impacted by recent events.I do not support removing the police department/defunding in favor of a ""community safety dept"". Yes we need change at the PD, careful screening/hiring, and education. ability to effectlively deal with problem employees. The alternate path to hiring needs to go away.Adding SW's to team mental health calls etc. As a child protection investigator I have worked coordination with officers for 35 years, our roles are different but our ability to work together is amazing. The council is overstepping in a knee jerk, not thoughtful manner and should not count on being re- elected should they go forward with these efforts."
"6/29/2020 3:15:46 PM",-3,"","","This is a terrible idea and I can't wait to vote against this."
"6/29/2020 3:16:59 PM",-6,"","","Hi, I have concerns about these changes. I firmly believe we need to have reform, but to throw the entire police force out without a plan does not make sense. I live in far north Minneapolis. There have been many instances where I have needed to call the police. For example, I was out walking and witnessed a shooting. Under your plan, who would I call - as I read it there is no plan for those and many other types of calls. We have had our house broken into, the alarm went straight to the police department- under your plan- where would that call go to. As I said at the beginning I firmly believe we need deep reforms but as a resident in an area that is not high crime but we still need help at times this is a scary proposal."
"6/29/2020 3:17:11 PM",3,"","","Hello, I'm a homeowner in Fulton neighborhood and I work at Abbott Northwestern hospital. I have concerns about the charter amendment passed by the city council. Although I am in agreement with the need for deep police reform to address police misconduct and racist policing, and that we should be exploring alternatives to armed officers for certain situations (non violent drug or mental health issues, social welfare checks, etc) I oppose the idea of removing the requirement to have an adequately robust/functional police force in our city. There should be at least some specifics regarding the composition of the replacement police force, minimum number of officers, leadership structure, etc before this is put to Minneapolis voters."
"6/29/2020 3:18:12 PM",-33,"","","I'm 29-years old and have lived in and around the Minneapolis area for my entire life. I'm a licensed attorney and spent over a year at the Washington County Attorney's Office when I was in law school. I saw true evil. Premeditated murder, rape, domestic abuse, child abuse, and other horrific crimes. These weren't caused by a failing society, they were caused by truly evil individuals. I've seen true evil and I honestly don't think the people in favor of this comprehend what will happen. It will only embolden the pr  edators of our society. In the past month, with the increased hostility and violence, especially aimed at police officers, I've watched my city become a hellscape. Shootings are drastically up. Robberies and carjackings are drastically up. The path to Hell was paved with good intentions. If you eliminate the ""thin blue line,"" more violence will occur not less. I will not standby as politicians, who have taxpayer funded- security details, deprive the innocent civilians of protection. This is foolish and dangerous."
"6/29/2020 3:16:59 PM",-6,"","","I want to fix the police department, including getting rid of the mediation that allows cops who are fired to get their jobs back. I think we need to get rid of Bob Kroll and the police union that protects bad cops. I think Chief Arradondo is a good police chief and I would like him to be able to continue to run his department, with radical changes made to that department. I do not think that the safety of police department should report to all of the city council members - that is a freaking nightmare waiting to happen. No one can have that many bosses. People are different and are not always going to agree, so how can anyone report up to so many people? I think we have to change the training, and stop giving police ""warrior"" attitudes and ""warrior"" equipment. The police should have to live in the city they are police in. Hearing the cops from the union talk about how they have to live elsewhere so they don't see anybody they've arrested was disgusting. If you were serving and protecting instead of tackling and choking, maybe you wouldn't mind seeing the people of your community. Mostly we need to get rid of the union because I see a lot of the rot coming from that direction. We need more diversity in the police officers."
"6/29/2020 3:20:32 PM",-2,"","","I fully support disbanding of the police. Thank you for your hard work and for pushing to do the right thing. I have been a victim of crime several times and police have never been able to prevent or aid in any of those situations. We need to refocus our resources to community led programs. Thank you again."
"6/29/2020 3:20:34 PM",-2,"","","This proposal appears to take power from the mayor and to the city council, is that correct? Why is there not a term limit on the Director of Community Safety and Violence Prevention Department or Director of Law Enforcement Services?"
"6/29/2020 3:21:24 PM",-3,"","","I fully support the proposed amendment to remove the Police Department and establish a Community of Safety & Violence Prevention Department, as an urgently needed first step towards creating an actively anti-racist city in which residents are safe and receive the services they need. At this time, given the well-documented history of police brutality against Black people, the Police Department is not a viable way to meet that goal and is causing significant damage to the city as a whole. The proposed Community of Safety & Violence Prevention Department is a practical, feasible way to move forward."
"6/29/2020 3:24:18 PM",2,"","","I am FULLY AGAINST the Mpls City Council being in complete control of any Policing or any version thereof. It is imperative this vote be put on a ballot and worded very very clearly so that anyone can understand the verbiage even those with comprehension challenges. Wording MUST BE CLEAR"
"6/29/2020 3:24:19 PM",2,"","","I believe that it would be wrong to remove the Minneapolis Police Department I do agree that reform needs to be made and some of the ideas outlined could be incorporated into the current MPD structure. Please do not unfund the Minneapolis police department. thank you"
"6/29/2020 3:24:28 PM",-5,"","","I am all for the removal of the MPD as we know it. It is fatally flawed and built to protect the unjust cops on the force and to unfairly target BIPOC in the community. It is time for drastic measures. I am ashamed of the force sworn to protect and to serve me, my family, my neighbors, and my city."
"6/29/2020 3:24:47 PM",0,"","","Absolutely opposed. I live in Southwest, work in Diamond Lake/Hale, and own property all over Minneapolis. It's difficult now to get timely police response, especially in Sothwest, far South and Northeast. In addition, voting on a change in the Charter without a firm plan as to what we're voting on is madness. What does the Council have in mind? It's foolish to vote on something of such great consequences without knowing the details of the proposal. This is an important issue, but deserves more detail and input."
"6/29/2020 3:28:35 PM",-23,"","","I approve of this amendment. I would like to see policing as we know it abolished in Minneapolis. I have not seen MPD be effective at curbing traffic violence, recovering stolen property, or helping individuals who need help. I have seen MPD harass and abuse poor, homeless, and Black people all the time. I’ve encountered several officers who don’t even know the law, and have argued to me that they can break  the law because they are police officers. I want my tax money to go to actual crime prevention: by addressing poverty, failings in education, and systemic inequality. I want compassionate traffic enforcement that prioritizes the safety of the most vulnerable people using our roads (pedestrians, cyclists, and the disabled), which will never be achieved with a department whose officers routinely speed, illegally park on sidewalks and bikeways, and disobey other traffic ordinances themselves. I want to see tense and dangerous situations handled by people who have the training to handle them and are accountable for their actions. I never want to see lethal force used on civilians who do not pose an immediate lethal threat to others, and certainly not until after every other option has been exhausted. I want real justice for the community, not the punitive system that currently treats poverty as evil and Black bodies as disposable. I want people who are invested in the well-being of Minneapolis (especially its most disadvantaged residents) to be in charge of keeping it safe, rather than the current department with a culture of hatred and demonization toward our city and its residents. I hope we can create something that works for the people of Minneapolis, rather than against them."
"6/29/2020 3:29:37 PM",-7,"","","I support the amendment. I believe the city council needs more legislative authority in regards to community safety, and that this amendment is the only way to facilitate this. The police department currently operates unlike any other aspect of Minneapolis government. There has been an inability for the city council to reform the police department because of the restrictions in the city charter. The charter needs to be amended. It is critical for the charter commission to weigh the fact that the city council has been unanimous in its desire to move forward. It is critical for the charter commission to listen to the wishes of the Black community. Personally, my interactions with police have been for issues that do not required an armed police response. I do not need armed police to arrive after my car has already been broken into, or after my car has already been hit, or after my apartment building has already been broken into, or when I find stolen property on the street. These things could all be handled by different city services. The city council has been clear that safety of citizens will always be a priority, that someone will always be there to answer 911, and that the police department won't be dissolved until a replacement has been planned. There is no shortage of information available from the city council or from organizations demanding this change. The fear, uncertainty, and doubt about this change are being sown only by the willfully ignorant, those with a vested interest in the broken status quo, and outsiders who do not live in Minneapolis, and should have no say in our city government."
"6/29/2020 3:30:32 PM",6,"","","I am in full support of the change to the charter and associated deconstruction of the current police system. I am a resident of Minneapolis and want to ensure this will help keep our community safe. Please do not allow current people in leadership roles at MPD transition to the new system. This will do more harm to an already traumatized community."
"6/29/2020 3:31:13 PM",-8,"","","The most ridiculous, hysterical proposal and idea EVER from government. YES, Minneapolis needs reforms and changes made to OUR tax-provided police department, but this idea is dumb and a rush to make it appear that Mpls. is doing something about a long-overdue problem. We still need police, we just need better public servants who understand the concept of protect and serve and a system that monitors and supports that mission. STOP spending time on slick-sounding proposals. And most importantly get the damn guns off the streets!"
"6/29/2020 3:33:15 PM",-18,"","","Even before the murder of George Floyd I was shocked and appalled by the flagrant abuses of power I saw the police committing both on public transportation and on the streets. The behavior of the police during the protests only furthered my belief that the Minneapolis Police Department poses a greater threat to my community than any other group in this city. I watched as they brutalized protesters, aiming and shooting weapons directly into the faces of the people they have sworn to protect. I watched as they singled out media and protest medics specifically for harassment and violence. I could not sleep at night as the helicopters buzzed my neighborhood, and for fear that if I did have to go outside, I would be tear gassed and shot at by the police and national Guard. I have been a resident of the twin cities for two years and a resident of Minneapolis for one. My trust in the MPD is irrevocably broken. I do not trust them, I strongly believe that calling 911 puts my community at greater risk than any personal danger I may be in and I ask that the city of Minneapolis abolish the police and institute a holistic set of agencies to bring my community the peace and healing we need. We do not need these monsters that have spent the last 4 weeks holed up behind barricades, we do not need people who can murder with impunity. We will keep each other safe, please help us do that."
"6/29/2020 3:36:12 PM",-2,"","","After reading the proposal, I have found it to vague. What it replaces is a simple equation with a vague equation on what/where resources will be spent. The council could spend anywhere from 0$ up to an infinite amount. The proposal should outline at a high level, the minimum overall funding via a similar equation, for the entire Department. Then the proposal should include a list of the sub-department that will be created in this new department and how they will be funded. We need to see something more than a wish list. We need to see some level of hard numbers so we know how many social workers, how many administrators, and how many peace officers will be present. Right now the way the amendment is worded, we could end up with zero peace/police officers which would be a disaster to the quality of life and would force people with means to move out of the city. Lastly, the person should not be reporting to or appointed by the city council. It should be an individual appointed and reporting to the mayor for accountability. If the person reports to the city council, there will be no accountability. Bottom line. It feels rushed and the council wants it on this years ballot to prevent it being on the ballot the same year they are up for election. If this is not done correctly, the city will fall apart and never recover (see Detroit)"
"6/29/2020 3:37:52 PM",6,"","","I am strongly in favor of the charter amendment to remove the Police Department and create a new Community Safety and Violence Prevention Department. It is clear that the Minneapolis Police Department is a systemically racist organization that cannot be reformed. I want to live in, and I want my taxes to support, a city that provides safety to all residents and does so based on racial equity. I want to see dollars invested directly in communities of color and marginalized communities through direct payments and services that are asked for and provided by trusted members of that community."
"6/29/2020 3:38:12 PM",-1,"","","I believe major reform to the police department is necessary. I also believe that not all police are bad, however, there are more than a few 'bad apples'. If it were just a few, like 1%, we would not have the issues of community trust that we currently have. I think that the Camden, NJ model where they interviewed and rehired the desirable police officers, would be helpful. I believe in reform where there are certain service calls where trained social workers could respond alone or with an officer. Changing some of the state statues could also help. We need more police officers that live in the city (not necessarily in the percent they patrol). I think when you don't live in the city, you can get an ""us versus them"" type of mentality among the force. I have heard of officers telling their suburban neighbors ""I have to go to work today in the jungle"". I do think it is ridiculous to eliminate the police department entirely. If this occurs, I will likely move out of Minneapolis and will not visit restaurants, theaters, sporting events, festivals, etc. due to the lack of safety. I'm concerned that eliminating the charter requirement for a set number of police officers could lead to this."
"6/29/2020 3:40:12 PM",6,"","","I am fully in favor of placing this amendment on the ballot this November! Police do not keep us safe, and actively cause harm to so many people in our community. We need a new vision of what public safety looks like and a new system to achieve it, and that starts with this amendment. Our community can't wait any longer for real change that will really keep us safe."
"6/29/2020 3:40:40 PM",-3,"","","I think a good hard look needs to be taken at how the city/civilians have already responded to police taking a step back/step down. The overall feel of the city is complete lawlessness. Time needs to be taken and these decisions should not be made hastily. Take time and think about a solid plan before moving forward, in any direction. Take time to hear from the silent majority of the city that do not feel safe with the snap decisions being made. The amount of crime in and around my neighborhood has sky rocketed in the past month, and innocent people are already dying from individuals feeling like they can drive/run around and just start shooting their guns off. It’s terrifying what has become of the city and the fact that the police department has had no back up given by the chiefs, mayor or governor. This is the main reason why people believe the city has no laws and will continue to murder and shoot people daily."
"6/29/2020 3:41:46 PM",0,"","","absolutely not. I would not feel safe bringing my children to the cities if the police are no longer there. I also have family that lives in the area."
"6/29/2020 3:41:47 PM",7,"","","I am very strongly against this change in the charter because I do not trust our City Council to take on more authority and to create and oversee an entirely new infrastructure. We need a change in governance with either a City Administrator or stronger Mayor that can work with the current Police Chief to actually create a workable solution that would provide for appropriate levels of security and safety for all residents. This attempt to change the charter on such a fast track with no actual experience by any of the City Council members is extremely misguided and should not pass. Thank you."
"6/29/2020 3:43:31 PM",-9,"","","No the police should not be defunded. Crime was already hideous before, it will only get worse if you defund. I have to work down there, and I can guarantee you I'll retire and never set foot in Minneapolis again if you defund."
"6/29/2020 3:43:42 PM",10,"","","While I participated in the protests over George Floyd’s killing and I believe serious reform is needed, I do not approve of this approach. I believe that the city council has been extremely negligent with its messaging on the topic and is over-reaching in this and other areas. Until a solid plan is in place, with measured, sequenced steps that move us toward a more equitable environment while ensuring the safety and vitality of our city, I cannot support a move to strip us of our police department. I would support diversion of some funds to community service personnel who would respond to non- emergency calls. I would support renegotiation of the contract with the police union to make it easier to fire problem officers. I would support requiring officers to cover the costs of their own insurance and reimbursing them only to the median cost for all officers. I do support our current police chief and our mayor. I will not vote to approve this change, and I will definitely vote to bring our city council closer to the left- leaning centrist views that have made Minneapolis such a great place to live. I only wish we could remove the current group of radicals sooner."
"6/29/2020 3:45:05 PM",-1,"","","NO! We need our police! Training needs to be re-evaluated, diversity training. Ect.."
"6/29/2020 3:45:07 PM",5,"","","I am absolutely not for progressing with the charter and put in place alternative safety until a clear plan that shows an increase in public safety is defined. Our car was just taken at gunpoint in NE at 6 pm. Crime is not reduced through reduced patrols, and even once a crime occurs, we need those resources to follow up with the investigation and determine who is responsible. Conversations on how to get better are welcome, this extreme change leading to a surge in crime and lack of feeling personal safety in our own city cannot progress without more justification and a detailed plan."
"6/29/2020 3:43:42 PM",0,"","","We should not abolish the police, yes make longer courses for their training, laws that would punish them. And lie detector test. And a body cam that they can not remove or turn of at all they need to be held accountable they are here to protect and serve us"
"6/29/2020 3:45:31 PM",13,"","","I have worked in Mpls for 24 years in the parks. We need the support of both City and MPPD for the safety of our staff. I would like to know how it would be determined which calls require police and which would require a social worker. A lot of calls start out as one thing and end up escalated before the police arrive. We need help to keep employees safe. It is a requirement of an employer (you) to keep employees safe. Do not put this on the ballot until you have done the work and have a solid plan!"
"6/29/2020 3:45:36 PM",4,"","","I fully support abolishment of the police! Thank you for doing the work to get this done."
"6/29/2020 3:46:18 PM",1,"","","It is time to stop treating the community that you swore to protect and serve who pay your salaries like trash."
"6/29/2020 3:47:11 PM",-2,"","","Absolutely do not remove the police and replace with the safety force. It’s semantics and it’s ridiculous. I can’t wait to vote out these city council idiots."
"6/29/2020 3:47:28 PM",3,"","","https://biblicalscienceinstitute.com/theology/the-biblical-solution-to-racism/ Please read this. Thank you"
"6/29/2020 3:47:51 PM",-3,"","","Worst idea ever! Do NOT defund the police"
"6/29/2020 3:47:55 PM",3,"","","Greetings, Please take the requisite steps to place this question on the November ballot. I believe a vote on this Charter amendment is necessary and should be undertaken as soon as is possible."
"6/29/2020 3:48:00 PM",-14,"","","Foolish idea. As a taxpayer, your hypocrisy is mind numbing. You hire armed security (ex MPD!!) for yourselves, while violent crime skyrockets. As an ER nurse that cares for the victims of said crimes, I find your ignorance unconscionable. Get out on the streets for a night or two. Go for a ride is a squad car."
"6/29/2020 3:49:16 PM",-2,"","","This is appalling. I lived in downtown for 6 years and felt safe knowing there were police there. I still have friends that live there. This is ridiculous. If you think removing the police department to some community group is going to work then you are fooling yourselves. The people want better cops, not zero cops. There’s a difference and if you actually stopped to listen and think for a moment you would know that. How dare you."
"6/29/2020 3:49:46 PM",0,"","","While I appreciate the urgent need to reform the Minneapolis Police Department, I believe that the city needs further information before it can make an informed decision.  Furthermore, before I can consider voting on this issue, I would like answers to the following questions: 1) Will the police officers with records that suggest they are unfit for duty be fired? 2) Will the police officers with records that suggest excellence be affected by the defunding, if so how? 3) What evidence is there to suggest that defunding the MPD will lead to safer outcomes for all citizens of Minneapolis, including POC? 4) What evidence is there to suggest that defunding the MPD will lead to dangerous outcomes for all citizens of Minneapolis, including POC? 5) How exactly will the Department of   Community Safety and Violence Prevention bolster community safety and prevent violence? 6) Why is this action being considered over the complete gutting of the MPD and immediate recruitment of a brand new police force, with the exception of MPD employees that have an acceptable record of service as defined by the citizens of Minneapolis?    At face value, this charter amendment appears to be a vague knee-jerk reaction and an attempt to satisfy the local community, without serious consideration of the long-term impacts on Minneapolis and its citizens. The consequences of the decisions this City Council makes on this issue, for better or for worse, will forever be tied back to its members. I am no expert in this complicated issue, though I am also not an idiot. When our founding fathers declared independence, they took great care in addressing every possible outcome to ensure the safety and longevity of this country. Before you make such a dramatic change to how the City of Minneapolis, one of the top cities with respect to crime in the United States, manages the enforcement of the law, I sure do hope you know exactly what you are doing. Lives depend on it, as does the future of this city. Please take this seriously. I do not mean to say that the MPD should not be defunded, however, I am asking that you research this issue far more in-depth than you have already. If you present this to the public without careful consideration AND educating voters on the true pros and cons, the results may be dangerous. Should there be an outcome that leads to negative outcomes for Minneapolis and its citizens, especially POC, the people will blame its leaders."
"6/29/2020 3:51:15 PM",0,"","","Reform. Dont abolish"
"6/29/2020 3:51:28 PM",-2,"","","I do not support the removal of the police department in any way until we have a detailed plan on what it will be replaced with."
"6/29/2020 3:52:08 PM",-9,"","","Removing the police force would be one of the worst decisions you could possibly do, I am a resident and for the last month I haven’t been able to sleep at night. Terrible, terrible decision."
"6/29/2020 3:52:36 PM",-1,"","","This process is too rushed, this is a major change to Minneapolis and we are only given 2 days to comments and only a few months to make a decision. This should be blocked until 2021"
"6/29/2020 3:17:44 PM",-1,"","","Do not remove the police from the charter. We need a police department to be a part of our city’s charter for now and the future. The city has a duty to protect us citizens via a police force, that is how it is done. Bending to activists, and the mayor and city council’s emotions and pitchfork and torches approach to problem solving will harm the residents of Minneapolis and surrounding communities by breeding apathy, complacency and emboldening criminals which we are seeing already. The department can work on much needed changes, but to remove the police from the city charter is a dangerous and short sighted idea that will be fraught with much unintended consequences down the road.   Support our first responders including the police, they do a lot of brave and good work in our community with little to no support and have to endure public abuses while on the job. Support them to enable them to help the community."
"6/29/2020 3:53:02 PM",-25,"","","Hell no the police shouldn't be abolished. The city council needs to listen to police scanner audio uncensored for a week. We all can't afford private security. Get off your pedestal. Public security is necessary, and even more so as these idiots take over parts of the city, carjackings, shootings, rioting, rampant drug use in the homeless encampments... The problem here is that the police don't have enough staff & enough funding to rotate the bad cops out - and there's yet another corrupted union protecting them, with a lazy judicial system that refuses to try the problem officers. WAKE THE HELL UP AND LISTEN TO THE VOTERS YOU'RE SUPPOSED TO BE REPRESENTING! I can't go back to my office when there are people getting stabbed on rail platforms across the street. PROVIDE YOUR CITIZENS THE SAFETY WE REQUIRE."
"6/29/2020 3:53:25 PM",0,"","","This is a terrible solution. You are putting more peoples lives at risk by removing police than you are helping. What has ever gotten better by removing funding? The answer is nothing. Be on the right side of history."
"6/29/2020 3:54:15 PM",-7,"","","While there is plenty of room for improvement to the Minneapolis police department, defunding the police and establishing a Community of Safety & Violence Prevention Department would lead to a catastrophic increase in crime, and especially violent crime. Please, do NOT consider defunding the Minneapolis police department. I will NOT vote to support this measure and I will NOT vote for a member of the Council that supports this."
"6/29/2020 3:54:49 PM",6,"","","I do believe that MPD needs to be dismantled and rebuilt in order to make it more representative and more trusted by the communities it polices. Eliminating MPD altogether and creating a new Community of Safety & Violence Prevention Department is one way of doing it. I think we need to have a very thorough and carefully thought out plan in place before we actually eliminate, or even make the decision to eliminate, MPD though. If something like this was passed, I believe we'd have instantaneous increases in current MPD staff leaving their jobs, leaving the city in a lawless free-for-all. In other words, I believe a very thorough plan should be created for this new department before the public votes on it, so that the public knows exactly what it's voting for and the city can be ready to respond to subsequent events appropriately."
